,mean,std,count
0.01-0.02,1.3546809838776355,0.17274446885996467,4838
0.02-0.03,1.3796779552715654,0.17873271286908565,5008
0.03-0.03,1.3593387631975866,0.2184060908000171,3978
0.03-0.03,1.4279488837209302,0.19036997877050765,4300
0.03-0.04,1.4177586157517899,0.21847325120152256,4190
0.04-0.04,1.4455344233318603,0.2009377123778818,4526
0.04-0.05,1.516758222413053,0.17692771853019273,4658
0.05-0.08,1.4870146329113925,0.1737488716835259,3950
