,mean,std,count
1.80-1.90,1.3061911247803164,0.20300390934641108,6828
1.90-2.00,1.390332058444349,0.13069609993709216,4654
2.00-2.10,1.3181857971899817,0.19925292278099918,6548
2.10-2.20,1.4613617963703476,0.1340529811383234,6502
2.20-2.30,1.5344347947761194,0.18461693374392923,4288
2.30-2.40,1.5701449638554217,0.17530588797189603,4150
2.40-2.50,1.5392966908797416,0.12343383935520842,2478
